Stock,Date,Open,Close,Close1,Close1w,Close1m,adi_d,ema_d,ema_w,ema_m,ChangeP,ChangePreP,Close-Open,Count,,,,1000,,94
CLI,2/4/2021,12.39999962,12.47999954,12.38000011,12.72999954,12.72999954,120974555.5,12.89463646,12.95642833,12.61820497,0.006451607,0.008077498,0.079999924,80,6.399993896,,,,,
CLI,2/5/2021,12.61999989,12.65999985,12.47999954,12.72999954,12.72999954,120792861.5,12.83935154,12.92623782,12.63311091,0.003169569,0.014423102,0.039999962,79,3.159996986,,,,,
CLI,2/8/2021,12.73999977,13.01000023,12.65999985,12.65999985,12.72999954,120874861.5,12.81543798,12.89073942,12.64602939,0.021193129,0.02764616,0.270000458,78,21.06003571,,,,,
CLI,2/9/2021,13.06999969,13.35999966,13.01000023,12.65999985,12.72999954,121170220.7,12.84137961,12.85997415,12.65722541,0.022188215,0.026902338,0.289999962,76,22.0399971,,,,,
CLI,2/10/2021,13.47999954,13.48999977,13.35999966,12.65999985,12.72999954,121461339.5,12.91052895,12.83331091,12.66692863,0.000741857,0.009730548,0.010000229,74,0.740016937,,,,,
DHC,11/24/2021,3.150000095,3.194999933,3.190000057,3.180000067,3.640000105,299920263.6,3.380765085,3.397696525,3.622364063,0.014285662,0.001567359,0.044999838,317,14.26494861,,,,,
DTM,8/23/2021,42.61999893,43.40000153,42.52999878,42.52999878,42.40000153,-731271.7687,42.54301521,42.79798976,42.40000153,0.018301328,0.020456214,0.780002594,23,17.94005966,,,,,
ENDP,9/1/2021,2.279999971,2.099999905,2.289999962,2.319999933,2.289999962,-473741860.3,2.925611101,2.860219425,4.678718444,-0.078947399,-0.082969459,-0.180000067,438,-78.84002924,,,,,
ENDP,9/2/2021,2.130000114,2.140000105,2.099999905,2.319999933,2.289999962,-484815869.2,2.815529608,2.788190159,4.360222647,0.004694831,0.019047715,0.00999999,469,4.689995527,,,,,
ENDP,9/3/2021,2.130000114,2.150000095,2.140000105,2.319999933,2.289999962,-491919543.8,2.725459007,2.725764796,4.084192955,0.009389662,0.004672893,0.019999981,469,9.379991055,,,,,
ENDP,9/7/2021,2.130000114,2.180000067,2.150000095,2.150000095,2.289999962,-487425146.3,2.648731152,2.648996169,3.844967223,0.023474155,0.013953474,0.049999952,469,23.44997764,,,,,
ENDP,9/8/2021,2.190000057,2.109999895,2.180000067,2.150000095,2.289999962,-496550182.5,2.586233674,2.582463359,3.637638255,-0.036529753,-0.03211017,-0.080000162,456,-36.48007393,,,,,
ENDP,9/9/2021,2.119999886,2.099999905,2.109999895,2.150000095,2.289999962,-503938377.3,2.522735837,2.524801591,3.457953149,-0.009433954,-0.004739332,-0.019999981,471,-9.419991016,,,,,
ENDP,9/10/2021,2.539999962,2.789999962,2.099999905,2.150000095,2.289999962,-513253817.7,2.466371046,2.474828058,3.302226057,0.098425198,0.328571471,0.25,393,98.25,,,,,
ENDP,9/13/2021,2.839999914,2.75,2.789999962,2.789999962,2.289999962,-551120790.1,2.509521568,2.516850979,3.167262578,-0.031690112,-0.014336904,-0.089999914,352,-31.67996979,,,,,
ENDP,9/14/2021,2.700000048,2.660000086,2.75,2.789999962,2.289999962,-566379759.8,2.541585359,2.553270843,3.050294229,-0.0148148,-0.032727242,-0.039999962,370,-14.79998589,,,,,
ENDP,9/15/2021,2.650000095,2.829999924,2.660000086,2.789999962,2.289999962,-565760382.7,2.557373989,2.584834725,2.94892166,0.067924461,0.063909711,0.179999828,377,67.85993528,,,,,
ENDP,9/16/2021,2.829999924,2.720000029,2.829999924,2.789999962,2.289999962,-558948026,2.593724114,2.61219009,2.861065434,-0.038869222,-0.038869222,-0.109999895,353,-38.82996297,,,,,
ENDP,9/17/2021,2.710000038,2.829999924,2.720000029,2.789999962,2.289999962,-562827742,2.610560903,2.635898073,2.784923371,0.0442804,0.040441137,0.119999886,369,44.27995777,,,,,
ENDP,9/20/2021,2.720000029,2.74000001,2.829999924,2.829999924,2.289999962,-554192542,2.639819439,2.66177832,2.718933583,0.007352934,-0.031802091,0.019999981,367,7.339993,,,,,
ENDP,9/21/2021,2.74000001,2.75999999,2.74000001,2.829999924,2.289999962,-550268334.3,2.653176848,2.684207867,2.661742434,0.007299263,0.007299263,0.019999981,364,7.279993057,,,,,
ENDP,9/22/2021,2.769999981,3.00999999,2.75999999,2.829999924,2.289999962,-549227634.3,2.667419934,2.703646808,2.612176771,0.086642603,0.09057971,0.24000001,361,86.64000344,,,,,
ENDP,9/23/2021,3.039999962,3.380000114,3.00999999,2.829999924,2.289999962,-538067987.1,2.713097275,2.72049389,2.569219863,0.111842157,0.12292363,0.340000153,328,111.52005,,,,,
ENDP,9/24/2021,3.329999924,3.25,3.380000114,2.829999924,2.289999962,-524256944.8,2.802017653,2.735094695,2.531990543,-0.024024002,-0.038461571,-0.079999924,300,-23.99997711,,,,,
ENDP,9/27/2021,3.279999971,3.400000095,3.25,3.25,2.289999962,-525529836.1,2.861748633,2.803748735,2.499725132,0.036585404,0.046153875,0.120000124,304,36.48003769,,,,,
ENDP,9/28/2021,3.390000105,3.420000076,3.400000095,3.25,2.289999962,-526532041.9,2.933515495,2.863248904,2.471761776,0.008849549,0.005882347,0.029999971,294,8.819991589,,,,,
FF,9/27/2021,7.349999905,7.460000038,7.320000172,7.320000172,8.010000229,-11705684.4,7.611396479,7.679174175,8.051004351,0.014966005,0.019125664,0.110000134,136,14.96001816,,,,,
FF,9/28/2021,7.440000057,7.329999924,7.460000038,7.320000172,8.010000229,-11682584.61,7.591210287,7.631284308,8.045537134,-0.014784964,-0.017426289,-0.110000134,134,-14.74001789,,,,,
FF,9/29/2021,7.349999905,7.179999828,7.329999924,7.320000172,8.010000229,-11860112.41,7.556382238,7.589779756,8.04079888,-0.023129262,-0.02046386,-0.170000076,136,-23.12001038,,,,,
FF,9/30/2021,7.239999771,7.130000114,7.179999828,7.320000172,8.010000229,-12014372.82,7.506197917,7.553809145,8.036692394,-0.015193323,-0.006963749,-0.109999657,138,-15.17995262,,,,,
FF,10/1/2021,7.150000095,7.28000021,7.130000114,7.320000172,7.130000114,-12179794.6,7.45603821,7.522634615,7.91580009,0.018181834,0.021037881,0.130000114,139,18.07001591,,,,,
FF,10/4/2021,7.269999981,7.309999943,7.28000021,7.28000021,7.130000114,-12067870.72,7.432566477,7.490283361,7.81102676,0.005502058,0.004120842,0.039999962,137,5.479994774,,,,,
FF,10/5/2021,7.320000172,7.440000057,7.309999943,7.28000021,7.130000114,-11912646.18,7.416224272,7.462245608,7.720223207,0.016393427,0.017783874,0.119999886,136,16.31998444,,,,,
FF,10/6/2021,7.369999886,7.340000153,7.440000057,7.28000021,7.130000114,-11708812.7,7.419394377,7.437946221,7.641526795,-0.00407052,-0.013440847,-0.029999733,135,-4.049963951,,,,,
FF,10/7/2021,7.349999905,7.449999809,7.340000153,7.28000021,7.130000114,-11676978.96,7.40880848,7.416886753,7.573323237,0.013605429,0.014986329,0.099999905,136,13.59998703,,,,,
FF,10/8/2021,7.480000019,7.480000019,7.449999809,7.28000021,7.130000114,-11640527.15,7.414300658,7.398635214,7.514213488,0,0.004026874,0,133,0,,,,,
FF,10/11/2021,7.480000019,7.570000172,7.480000019,7.480000019,7.130000114,-11625527.15,7.423060572,7.409483855,7.462985038,0.012032106,0.012032106,0.090000153,133,11.97002029,,,,,
FF,10/12/2021,7.579999924,7.75,7.570000172,7.480000019,7.130000114,-11607314.21,7.442652519,7.41888601,7.418587048,0.022427451,0.023778048,0.170000076,131,22.27000999,,,,,
FF,10/13/2021,7.769999981,7.789999962,7.75,7.480000019,7.130000114,-11515692.74,7.483632183,7.427034544,7.38010879,0.002574,0.005161285,0.019999981,128,2.559997559,,,,,
FF,10/14/2021,7.849999905,7.829999924,7.789999962,7.480000019,7.130000114,-11311898.53,7.52448122,7.434096608,7.346760967,-0.002547768,0.005134783,-0.019999981,127,-2.539997578,,,,,
FF,10/15/2021,7.929999828,7.829999924,7.829999924,7.480000019,7.130000114,-11231067.91,7.565217047,7.440217063,7.31785952,-0.012610329,0,-0.099999905,126,-12.59998798,,,,,
FF,10/18/2021,7.789999962,7.820000172,7.829999924,7.829999924,7.130000114,-11388667.91,7.600521431,7.492188111,7.292811599,0.003851118,-0.001277108,0.03000021,128,3.840026855,,,,,
FF,10/19/2021,7.860000134,7.860000134,7.820000172,7.829999924,7.130000114,-11425327.68,7.629785263,7.537229686,7.271103401,0,0.005115085,0,127,0,,,,,
FF,10/28/2021,7.150000095,7.309999943,7.119999886,7.730000019,7.130000114,-12082214.77,7.609976991,7.67889618,7.181820636,0.022377601,0.026685402,0.159999847,139,22.23997879,,,,,
FF,10/29/2021,7.300000191,7.059999943,7.309999943,7.730000019,7.130000114,-11974669.32,7.569980051,7.685710026,7.174911233,-0.032876745,-0.034199727,-0.240000248,136,-32.64003372,,,,,
FF,11/1/2021,7.130000114,7.599999905,7.059999943,7.059999943,7.059999943,-12317696.07,7.501982703,7.602282014,7.159589728,0.065918623,0.076487247,0.46999979,140,65.79997063,,,,,
FF,11/2/2021,7.570000172,7.489999771,7.599999905,7.059999943,7.059999943,-12035666.63,7.515051664,7.529977738,7.14631109,-0.010568084,-0.014473702,-0.080000401,132,-10.56005287,,,,,
FF,11/3/2021,7.559999943,7.860000134,7.489999771,7.059999943,7.059999943,-12035667.06,7.511711411,7.467314032,7.134802937,0.039682565,0.049399249,0.300000191,132,39.60002518,,,,,
FF,11/4/2021,7.840000153,7.650000095,7.860000134,7.059999943,7.059999943,-11910887.64,7.558149908,7.413005487,7.124829204,-0.024234701,-0.026717562,-0.190000057,127,-24.13000727,,,,,
FF,11/5/2021,7.75,7.809999943,7.650000095,7.059999943,7.059999943,-12023714.91,7.570396599,7.365938081,7.116185303,0.007741928,0.020915012,0.059999943,129,7.739992619,,,,,
FF,11/8/2021,7.880000114,7.840000153,7.809999943,7.809999943,7.059999943,-12006692.57,7.602343712,7.425146329,7.108693922,-0.005076137,0.003841256,-0.039999962,126,-5.039995193,,,,,
FF,11/9/2021,7.78000021,7.639999866,7.840000153,7.809999943,7.059999943,-12093465.3,7.634031237,7.476460144,7.102201391,-0.017994902,-0.02551024,-0.140000343,128,-17.92004395,,,,,
FF,11/10/2021,8.100000381,8.659999847,7.639999866,7.809999943,7.059999943,-12305608.03,7.634827054,7.520932118,7.096574531,0.069135733,0.133507853,0.559999466,123,68.87993431,,,,,
FSP,2/5/2021,4.260000229,4.260000229,4.179999828,4.110000134,4.110000134,65634223.37,4.306444431,4.33917132,4.245182739,0,0.019138853,0,234,0,,,,,
FSP,2/8/2021,4.309999943,4.429999828,4.260000229,4.260000229,4.110000134,65979323.37,4.300251871,4.328615175,4.227158392,0.027842201,0.039906007,0.119999886,232,27.83997345,,,,,
FSP,2/9/2021,4.460000038,4.510000229,4.429999828,4.260000229,4.110000134,66461823.37,4.317551599,4.319466515,4.211537291,0.011210805,0.018058782,0.050000191,224,11.20004272,,,,,
FSP,2/19/2021,4.090000153,4.199999809,4.099999905,4.340000153,4.110000134,65503804.83,4.290924616,4.316705901,4.147289899,0.026894781,0.024390221,0.109999657,244,26.83991623,,,,,
FSP,2/22/2021,4.190000057,4.5,4.199999809,4.199999809,4.110000134,66634904.83,4.278801308,4.301145088,4.14231793,0.073985666,0.07142862,0.309999943,238,73.77998638,,,,,
FSP,2/23/2021,4.699999809,4.989999771,4.5,4.199999809,4.110000134,67455492.64,4.308294467,4.287659051,4.138008891,0.061702122,0.108888838,0.289999962,212,61.47999191,,,,,
GO,10/7/2021,21.76000023,22.15999985,21.62000084,21.38999939,21.56999969,-1037768.346,22.27232784,22.47137373,23.92399339,0.018382335,0.024976826,0.399999619,45,17.99998283,,,,,
GO,10/8/2021,22.14999962,21.76000023,22.15999985,21.38999939,21.56999969,79392.71086,22.25735077,22.32719048,23.61012756,-0.017607196,-0.018050524,-0.38999939,45,-17.54997253,,,,,
GO,10/11/2021,21.75,21.69000053,21.76000023,21.76000023,21.56999969,-795197.0602,22.19103737,22.25156511,23.33811051,-0.002758596,-0.003216898,-0.059999466,45,-2.699975967,,,,,
GO,10/12/2021,21.69000053,22.02000046,21.69000053,21.76000023,21.56999969,-1479225.925,22.12423246,22.18602313,23.1023624,0.015214381,0.015214381,0.329999924,46,15.17999649,,,,,
GO,10/13/2021,22.15999985,22.44000053,22.02000046,21.76000023,21.56999969,-510350.0502,22.11033486,22.12922008,22.89804738,0.01263541,0.019073573,0.280000687,45,12.6000309,,,,,
GO,10/14/2021,22.54000092,23.97999954,22.44000053,21.76000023,21.56999969,-177772.1513,22.15429028,22.07999076,22.72097435,0.063886361,0.068627405,1.439998627,44,63.35993958,,,,,
GXO,10/13/2021,76.31999969,79.20999908,75.86000061,75.51000214,78.44000244,-2864501.351,77.90050168,78.91201385,79.36409069,0.037866868,0.044160275,2.88999939,13,37.56999207,,,,,
HRMY,8/6/2021,26.85000038,26.94000053,26.75,26.15999985,26.15999985,-2786270.286,27.29573601,27.61527964,27.25991728,0.003351961,0.007102824,0.090000153,37,3.330005646,,,,,
HRMY,8/9/2021,27.40999985,26.77000046,26.94000053,26.94000053,26.15999985,-2899246.679,27.24830461,27.52524243,27.11326163,-0.023349121,-0.006310322,-0.63999939,36,-23.03997803,,,,,
HRMY,8/10/2021,29.36000061,30.15999985,26.77000046,26.94000053,26.15999985,-3223853.629,27.18453073,27.44721017,26.98616006,0.02724793,0.126634267,0.799999237,34,27.19997406,,,,,
OGN,8/5/2021,28.63999939,29.55999947,28.62999916,29.01000023,29.01000023,-4264095.93,29.46173289,29.40645897,29.86862752,0.032122908,0.032483421,0.920000076,34,31.28000259,,,,,
OGN,8/10/2021,29.07999992,30.35000038,29.10000038,29.5,29.01000023,-3369922.4,29.42776508,29.39003569,29.56893479,0.043672643,0.042955326,1.270000458,34,43.18001556,,,,,
SLQT,11/19/2021,9.579999924,9.31000042,9.81000042,10.81000042,13.28999996,-11337321.43,11.34990297,11.38004224,13.2307341,-0.028183665,-0.050968397,-0.269999504,104,-28.07994843,,,,,
SLQT,11/22/2021,9.340000153,9.199999809,9.31000042,9.31000042,13.28999996,-12348591.42,11.07791597,11.10403666,13.23863622,-0.01498933,-0.011815317,-0.140000343,107,-14.98003674,,,,,
SLQT,11/23/2021,9.170000076,9.270000458,9.199999809,9.31000042,13.28999996,-12808925.74,10.82752714,10.86483183,13.24548472,0.010905167,0.007608766,0.100000381,109,10.90004158,,,,,
SLQT,11/24/2021,9.180000305,9.5,9.270000458,9.31000042,13.28999996,-11988217.71,10.61985692,10.65752097,13.25142008,0.034858353,0.024811168,0.319999695,108,34.55996704,,,,,
VSCO,11/18/2021,55.13999939,57.90999985,50.50999832,51.45999908,50.47000122,-10754909.9,51.15980178,51.66531613,51.18980406,0.050235772,0.146505678,2.770000458,18,49.86000824,,,,,
